filename, Recursive, Method, Dataset, Coverage, DT F1, DT vs SR ttest F1, Ensemble F1, Ensemble vs SR p-value F1, RFIT F1, RFIT vs SR p-value F1, RFIT \# rl. num., RC vs SR p-value \# rl. num., RC F1, RC vs SR ttest F1, RC \# rl. num., RC vs SR p-value \# rl. num., SR F1, SR \# rl. num., SR F1 x coverage 
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 52.66±6.83, 5.22±16.32, 0.085, 0.0±0.0, nan, 1.67±9.13, 0.3215, 17.8±1.97, <0.0001, 0.0±0.0, nan, 25.43±5.17, <0.0001, 0.0±0.0, 6.13±1.22, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 50.0±6.28, 3.28±10.19, 0.0835, 0.0±0.0, nan, 3.33±18.26, 0.3215, 18.47±2.08, <0.0001, 1.33±7.3, 0.3215, 25.8±8.36, <0.0001, 0.0±0.0, 5.33±1.27, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._forest.RandomForestClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._forest.RandomForestClassifier'>, salud-covid, 49.9±7.52, 4.67±14.97, 0.0932, 3.33±18.26, 0.3215, 2.22±12.17, 0.3215, 18.03±2.2, <0.0001, 2.22±12.17, 0.3215, 27.47±8.67, <0.0001, 0.0±0.0, 4.57±0.97, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns5_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 53.82±5.62, 55.41±22.54, 0.0833, 59.28±23.61, 0.0221, 53.59±25.16, 0.1722, 18±2.03, 0.0103, 18.0±22.93, <0.0001, 2.6±1.3, <0.0001, 44.81±24.06, 20.83±5.49, 24.12±1.35
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns7_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 52.64±6.62, 44.03±28.27, 0.0604, 45.53±27.52, 0.0372, 39.08±30.38, 0.2222, 18.37±1.5, 0.0098, 18.02±27.15, 0.1473, 2.97±1.35, <0.0001, 29.2±31.65, 15.97±4.69, 15.37±2.09
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns10_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 47.75±9.01, 43.8±28.19, 0.0034, 46.58±31.71, 0.0021, 34.67±30.78, 0.0816, 18.07±2.05, <0.0001, 11.09±25.72, 0.1961, 2.77±1.33, <0.0001, 20.63±30.57, 11.57±4.44, 9.85±2.75
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns15_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 45.07±9.33, 22.09±28.13, <0.0001, 26.64±26.54, <0.0001, 19.93±25.21, <0.0001, 17.77±2.42, <0.0001, 10.9±20.67, 0.0054, 2.77±1.28, <0.0001, 0.0±0.0, 10.43±4.25, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns20_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 41.19±7.62, 41.0±38.96, <0.0001, 33.31±31.18, <0.0001, 31.52±33.66, <0.0001, 18.13±1.91, <0.0001, 8.33±19.94, 0.1573, 2.83±1.18, <0.0001, 2.22±12.17, 7.8±3.39, 0.92±0.93
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns25_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 43.42±10.2, 31.0±27.91, <0.0001, 32.55±32.61, <0.0001, 29.4±31.62, <0.0001, 18.3±2.02, <0.0001, 8.62±18.42, 0.013, 2.67±1.73, <0.0001, 0.0±0.0, 6.9±3.63, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns35_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 42.07±8.76, 21.42±28.13, 0.0001, 18.75±29.15, 0.0008, 7.44±17.17, 0.0209, 18.27±2.43, <0.0001, 3.33±12.69, 0.1555, 2.93±1.2, <0.0001, 0.0±0.0, 5.37±1.75, 0.0±0.0
../../Results/battery_salud-covid_<class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>_recurTrue_p_significance0.95_min_accuracy0.95_minIns50_minImp0.05_sortingtarget_accuracy.csv,  True, <class 'sklearn.ensemble._weight_boosting.AdaBoostClassifier'>, salud-covid, 36.25±15.54, 33.31±36.91, <0.0001, 25.93±36.45, 0.0003, 29.68±40.2, 0.0002, 17.93±2.39, <0.0001, 5.4±19.52, 0.1354, 3.03±1.1, 0.007, 0.0±0.0, 4.53±2.73, 0.0±0.0
